Team1,Team2,Eff1,Eff2,Off1,Off2,Def1,Def2,SOS_Eff1,SOS_Eff2,SOS_Off1,SOS_Off2,SOS_Def1,SOS_Def2,BPI_Off1,BPI_Off2,BPI_Def1,BPI_Def2,BPI1,BPI2,Elo1,Elo2,Score1,Score2,Eff_Diff,Score_Diff,Winner
Dayton,Ohio St.,14.25,21.3,113.8,109.3,99.6,88,6.25,7.8,107.7,109.2,101.4,101.4,4.5,2.1,4.1,11.8,8.6,13.8,1645.237294,1693.020666,60,59,-7.05,1,0
New Mexico,Stanford,17.15,16.06,113.5,112.4,96.3,96.4,4.83,9.42,107.7,110.2,102.9,100.7,5.8,4.5,3.3,3,9.1,7.4,1693.587214,1610.510408,53,58,1.09,-5,1
Pittsburgh,Colorado,21.89,11.2,116.9,107.7,95,96.5,7.62,8.74,108,109.5,100.4,100.8,7.1,2.5,8.3,4.2,15.4,6.7,1677.423379,1646.218171,77,48,10.69,29,0
Virginia,Coastal Carolina,26.46,-4.98,114.8,98.2,88.3,103.2,8.67,-8.1,109.4,102.1,100.8,110.2,0.2,-2.9,16.1,1.1,16.4,-1.8,1695.831784,1546.901086,70,59,31.44,11,0
Villanova,Milwaukee,23.68,0.08,116.3,104.7,92.6,104.6,7.47,0.03,110.1,104.4,102.6,104.4,8.7,0.8,7.5,-0.3,16.2,0.5,1739.405058,1562.789046,73,53,23.6,20,0
Iowa St.,North Carolina Central,21.07,7.98,118.9,108.6,97.8,100.7,10.77,-10.35,111.1,98.1,100.4,108.5,12.8,0.5,0,6.4,12.9,6.9,1694.62934,1670.567374,93,75,13.09,18,0
Michigan St.,Delaware,23.92,5.83,118.6,112,94.7,106.2,10.44,-0.68,110.2,105.2,99.7,105.9,8.5,8.6,6.9,-4.5,15.4,4.1,1710.91144,1603.35717,93,78,18.09,15,0
Harvard,Cincinnati,17.58,19.24,112.9,109.7,95.3,90.4,0.13,4.72,104.5,107.3,104.3,102.6,4.6,-0.1,7.2,12.2,11.8,12.1,1704.809142,1715.427672,61,57,-1.66,4,0
North Carolina,Providence,18.44,13.81,112.6,114.6,94.2,100.8,8.83,8.35,110.5,109.2,101.6,100.8,8.2,6.2,3.8,2.7,12,8.8,1646.898325,1616.177271,79,77,4.63,2,0
Connecticut,Saint Joseph's,22.13,12.93,113.6,112.3,91.5,99.4,9.43,6.18,109.7,107.5,100.3,101.3,4.3,3.8,8.5,3.6,12.7,7.4,1706.403213,1619.738159,89,81,9.2,8,0
George Washington,Memphis,13.82,15.22,110.8,112.4,97,97.1,5.56,7.25,107.3,108.3,101.7,101.1,3.9,7.3,5.2,2.7,9.1,10,1664.091801,1661.834519,66,71,-1.4,-5,1
Arizona,Weber St.,30.11,-0.62,116.5,106.4,86.4,107,9.3,-6.78,109.9,103.3,100.6,110,5.9,0.1,11.8,2.4,17.7,2.4,1785.856138,1545.875219,88,59,30.73,29,0
American,Wisconsin,4.57,25.89,103.4,122,98.9,96.1,-2.59,11.44,103.6,110.2,106.2,98.8,-6.7,7.8,8.3,8,1.6,15.8,1525.933216,1743.551886,35,75,-21.32,-40,1
Louisiana Lafayette,Creighton,5.19,21.72,110.2,124.2,105,102.5,-0.57,7.5,105,108.5,105.6,101,1.1,11.4,-6.3,3.3,-5.2,14.8,1400.565098,1696.493966,66,76,-16.53,-10,1
San Diego St.,New Mexico St.,20.38,10.54,110.4,112.9,90,102.4,5.18,-3.64,108,103,102.8,106.7,1.8,5.1,11.5,1.9,13.3,7,1737.129039,1638.313359,73,69,9.84,4,0
Oklahoma,North Dakota St.,17.9,11.76,117.9,115.5,100,103.7,9.13,1.38,110.2,106.8,101,105.4,11.4,4.9,-1.9,4.3,9.5,9.2,1661.722692,1661.045874,75,80,6.14,-5,1
Baylor,Nebraska,19.39,12.64,118.9,108.8,99.5,96.1,10.31,9.3,111,108.4,100.6,99.1,5.8,0.5,5.2,5.2,11,5.7,1659.09819,1574.636535,74,60,6.75,14,0
Oregon,BYU,19.02,13.77,118.9,114.5,99.9,100.7,7.39,6.59,109.1,109.6,101.8,103,11.7,10.8,-0.2,-3.2,11.4,7.6,1664.912832,1615.377477,87,68,5.25,19,0
Oklahoma St.,Gonzaga,20.98,20.14,115.9,114,95,93.8,9.06,5.05,109.9,109,100.8,103.9,10.3,7.1,3.8,5.7,14.1,12.8,1629.830991,1702.928165,77,85,0.84,-8,1
Wichita St.,Cal Poly,25.36,-0.82,117.8,103.6,92.4,104.4,1.04,2.38,105.8,107.4,104.8,105,5.4,-8.2,9.2,6.1,14.6,-2.1,1816.910132,1452.039724,64,37,26.18,27,0
Michigan,Wofford,23.44,-1.94,123.9,100.6,100.5,102.6,11.65,-5.87,110.3,103.5,98.6,109.3,8.7,-6.6,7,6.2,15.7,-0.4,1660.933434,1538.034971,57,40,25.38,17,0
Mercer,Duke,8.34,24.25,110.8,124.7,102.4,100.4,-4.44,8.76,103.6,109.2,108,100.5,4.6,13.6,2.2,5.2,6.9,18.8,1640.563752,1684.72701,78,71,-15.91,7,0
Manhattan,Louisville,10.21,30.41,107.2,118.9,97,88.5,-0.2,4.31,105.6,107,105.8,102.7,5,10.7,1.9,9.4,6.9,20.1,1648.525452,1715.056447,64,71,-20.2,-7,1
Saint Louis,North Carolina St.,15.72,11.6,105.7,114,90,102.4,5.04,7.77,107.2,108.4,102.2,100.7,1,4.7,8.9,1.5,9.9,6.2,1709.797973,1598.633145,83,80,4.12,3,0
Tennessee,Massachusetts,23.69,13.46,117.9,110,94.2,96.5,8.12,7.33,108.9,108,100.8,100.6,5.1,7.6,9.4,1.5,14.5,9.1,1608.647936,1690.983058,86,67,10.23,19,0
Texas,Arizona St.,14.52,14.82,111.8,111.2,97.3,96.4,9.61,7.5,110.9,108.6,101.3,101.1,5,7.6,3.3,2.4,8.3,10.1,1649.573779,1615.547287,87,85,-0.3,2,0
Kansas St.,Kentucky,14.1,22.55,107.8,118.3,93.7,95.8,8.17,10.73,110.5,110.5,102.3,99.8,0.4,8.9,8,6,8.4,14.9,1594.699135,1675.421684,49,56,-8.45,-7,1
Florida,Pittsburgh,28.57,21.89,116.5,116.9,88,95,9.02,7.62,109.4,108,100.4,100.4,5.2,7.1,14,8.3,19.2,15.4,1784.930194,1677.423379,61,45,6.68,16,0
Stanford,Kansas,16.06,24.6,112.4,119.3,96.4,94.7,9.42,12.13,110.2,112.2,100.7,100,4.5,11,3,4.8,7.4,15.8,1610.510408,1689.270456,60,57,-8.54,3,0
Syracuse,Dayton,21.62,14.25,114.6,113.8,93,99.6,7.23,6.25,109.4,107.7,102.2,101.4,1.7,4.5,12.6,4.1,14.3,8.6,1741.119489,1645.237294,53,55,7.37,-2,1
Stephen F. Austin,UCLA,10.83,22.53,112.3,118.7,101.5,96.1,-7.12,7.63,102,109.1,109.2,101.5,0.6,12,4.8,1.8,5.5,13.8,1735.331977,1687.541969,60,77,-11.7,-17,1
Memphis,Virginia,15.22,26.46,112.4,114.8,97.1,88.3,7.25,8.67,108.3,109.4,101.1,100.8,7.3,0.2,2.7,16.1,10,16.4,1661.834519,1695.831784,60,78,-11.24,-18,1
Connecticut,Villanova,22.13,23.68,113.6,116.3,91.5,92.6,9.43,7.47,109.7,110.1,100.3,102.6,4.3,8.7,8.5,7.5,12.7,16.2,1706.403213,1739.405058,77,65,-1.55,12,0
North Carolina,Iowa St.,18.44,21.07,112.6,118.9,94.2,97.8,8.83,10.77,110.5,111.1,101.6,100.4,8.2,12.8,3.8,0,12,12.9,1646.898325,1694.62934,83,85,-2.63,-2,1
Michigan St.,Harvard,23.92,17.58,118.6,112.9,94.7,95.3,10.44,0.13,110.2,104.5,99.7,104.3,8.5,4.6,6.9,7.2,15.4,11.8,1710.91144,1704.809142,80,73,6.34,7,0
Gonzaga,Arizona,20.14,30.11,114,116.5,93.8,86.4,5.05,9.3,109,109.9,103.9,100.6,7.1,5.9,5.7,11.8,12.8,17.7,1702.928165,1785.856138,81,84,-9.97,-3,1
Oregon,Wisconsin,19.02,25.89,118.9,122,99.9,96.1,7.39,11.44,109.1,110.2,101.8,98.8,11.7,7.8,-0.2,8,11.4,15.8,1664.912832,1743.551886,77,85,-6.87,-8,1
Creighton,Baylor,21.72,19.39,124.2,118.9,102.5,99.5,7.5,10.31,108.5,111,101,100.6,11.4,5.8,3.3,5.2,14.8,11,1696.493966,1659.09819,55,85,2.33,-30,1
San Diego St.,North Dakota St.,20.38,11.76,110.4,115.5,90,103.7,5.18,1.38,108,106.8,102.8,105.4,1.8,4.9,11.5,4.3,13.3,9.2,1737.129039,1661.045874,63,44,8.62,19,0
Wichita St.,Kentucky,25.36,22.55,117.8,118.3,92.4,95.8,1.04,10.73,105.8,110.5,104.8,99.8,5.4,8.9,9.2,6,14.6,14.9,1816.910132,1675.421684,76,78,2.81,-2,1
Texas,Michigan,14.52,23.44,111.8,123.9,97.3,100.5,9.61,11.65,110.9,110.3,101.3,98.6,5,8.7,3.3,7,8.3,15.7,1649.573779,1660.933434,65,79,-8.92,-14,1
Tennessee,Mercer,23.69,8.34,117.9,110.8,94.2,102.4,8.12,-4.44,108.9,103.6,100.8,108,5.1,4.6,9.4,2.2,14.5,6.9,1608.647936,1640.563752,83,63,15.35,20,0
Saint Louis,Louisville,15.72,30.41,105.7,118.9,90,88.5,5.04,4.31,107.2,107,102.2,102.7,1,10.7,8.9,9.4,9.9,20.1,1709.797973,1715.056447,51,66,-14.69,-15,1
Florida,UCLA,28.57,22.53,116.5,118.7,88,96.1,9.02,7.63,109.4,109.1,100.4,101.5,5.2,12,14,1.8,19.2,13.8,1784.930194,1687.541969,79,68,6.04,11,0
Stanford,Dayton,16.06,14.25,112.4,113.8,96.4,99.6,9.42,6.25,110.2,107.7,100.7,101.4,4.5,4.5,3,4.1,7.4,8.6,1610.510408,1645.237294,72,82,1.81,-10,1
Virginia,Michigan St.,26.46,23.92,114.8,118.6,88.3,94.7,8.67,10.44,109.4,110.2,100.8,99.7,0.2,8.5,16.1,6.9,16.4,15.4,1695.831784,1710.91144,59,61,2.54,-2,1
Connecticut,Iowa St.,22.13,21.07,113.6,118.9,91.5,97.8,9.43,10.77,109.7,111.1,100.3,100.4,4.3,12.8,8.5,0,12.7,12.9,1706.403213,1694.62934,81,76,1.06,5,0
Arizona,San Diego St.,30.11,20.38,116.5,110.4,86.4,90,9.3,5.18,109.9,108,100.6,102.8,5.9,1.8,11.8,11.5,17.7,13.3,1785.856138,1737.129039,70,64,9.73,6,0
Wisconsin,Baylor,25.89,19.39,122,118.9,96.1,99.5,11.44,10.31,110.2,111,98.8,100.6,7.8,5.8,8,5.2,15.8,11,1743.551886,1659.09819,69,52,6.5,17,0
Kentucky,Louisville,22.55,30.41,118.3,118.9,95.8,88.5,10.73,4.31,110.5,107,99.8,102.7,8.9,10.7,6,9.4,14.9,20.1,1675.421684,1715.056447,74,69,-7.86,5,0
Michigan,Tennessee,23.44,23.69,123.9,117.9,100.5,94.2,11.65,8.12,110.3,108.9,98.6,100.8,8.7,5.1,7,9.4,15.7,14.5,1660.933434,1608.647936,73,71,-0.25,2,0
Dayton,Florida,14.25,28.57,113.8,116.5,99.6,88,6.25,9.02,107.7,109.4,101.4,100.4,4.5,5.2,4.1,14,8.6,19.2,1645.237294,1784.930194,52,62,-14.32,-10,1
Connecticut,Michigan St.,22.13,23.92,113.6,118.6,91.5,94.7,9.43,10.44,109.7,110.2,100.3,99.7,4.3,8.5,8.5,6.9,12.7,15.4,1706.403213,1710.91144,60,54,-1.79,6,0
Arizona,Wisconsin,30.11,25.89,116.5,122,86.4,96.1,9.3,11.44,109.9,110.2,100.6,98.8,5.9,7.8,11.8,8,17.7,15.8,1785.856138,1743.551886,63,64,4.22,-1,1
Kentucky,Michigan,22.55,23.44,118.3,123.9,95.8,100.5,10.73,11.65,110.5,110.3,99.8,98.6,8.9,8.7,6,7,14.9,15.7,1675.421684,1660.933434,75,72,-0.89,3,0
Connecticut,Florida,22.13,28.57,113.6,116.5,91.5,88,9.43,9.02,109.7,109.4,100.3,100.4,4.3,5.2,8.5,14,12.7,19.2,1706.403213,1784.930194,63,53,-6.44,10,0
Wisconsin,Kentucky,25.89,22.55,122,118.3,96.1,95.8,11.44,10.73,110.2,110.5,98.8,99.8,7.8,8.9,8,6,15.8,14.9,1743.551886,1675.421684,73,74,3.34,-1,1
Kentucky,Connecticut,22.55,22.13,118.3,113.6,95.8,91.5,10.73,9.43,110.5,109.7,99.8,100.3,8.9,4.3,6,8.5,14.9,12.7,1675.421684,1706.403213,54,60,0.42,-6,1
Hampton,Kentucky,-7.4,36.91,96.6,121.3,104,84.4,-7.48,8.58,99.5,108.7,106.9,100.1,-1.3,10.3,-2.5,13.6,-3.8,23.9,1452.349089,1830.620184,56,79,-44.31,-23,1
New Mexico St.,Kansas,6.63,22.72,107.4,114.5,100.8,91.8,-5.37,13.17,101.1,110.6,106.5,97.4,0.8,8.9,3.7,5.5,4.5,14.4,1572.589418,1708.677026,56,75,-16.09,-19,1
Notre Dame,Northeastern,24.96,5.12,125.4,108.3,100.4,103.1,7.59,-1.29,107.7,104.5,100.1,105.7,13,1.4,2.8,1.2,15.8,2.6,1719.657964,1597.539864,69,65,19.84,4,0
Maryland,Valparaiso,15.68,11.13,111.3,107.4,95.7,96.3,7.15,-2.06,108.3,104.2,101.1,106.3,4.1,0.6,6.4,5.1,10.5,5.7,1709.860085,1686.391091,65,62,4.55,3,0
Buffalo,West Virginia,11.87,17.64,111.3,112.6,99.4,94.9,1.83,9.56,106,108.9,104.2,99.3,7.1,8,0.4,3.5,7.5,11.5,1631.535369,1655.021641,62,68,-5.77,-6,1
Butler,Texas,20.09,18.94,110.2,112.4,90.1,93.4,9.72,9.52,110.6,108.3,100.9,98.8,3.5,4,9.3,8.5,12.8,12.5,1633.340539,1617.786373,56,48,1.15,8,0
Indiana,Wichita St.,13.83,22.21,119.8,115.8,106,93.6,6.92,3.24,107.8,105.5,100.9,102.3,11.5,5.1,-1.9,8.6,9.7,13.7,1619.658792,1732.60883,76,81,-8.38,-5,1
Purdue,Cincinnati,13.96,14.15,110.9,108.2,97,94,7.45,3.39,109,104.9,101.6,101.5,4.6,-2.3,5.3,11,9.9,8.7,1580.107373,1646.164382,65,66,-0.19,-1,1
Wisconsin,Coastal Carolina,33.72,2.38,129,106.7,95.2,104.3,11.03,-6.45,109.8,102.2,98.8,108.6,10.4,-0.4,11.3,3,21.7,2.6,1777.107422,1621.275238,86,72,31.34,14,0
Texas Southern,Arizona,-3.84,32.36,104.1,119.9,107.9,87.5,-6.74,7.37,100,108.3,106.8,100.9,-0.4,10.7,-2.6,8.9,-3,19.6,1538.93021,1771.123595,72,93,-36.2,-21,1
Baylor,Georgia St.,22.14,10.32,116.6,111.6,94.5,101.3,10.22,-1.47,108.9,102.4,98.7,103.9,4.8,4,8.8,3.6,13.6,7.7,1675.738357,1620.609717,56,57,11.82,-1,1
North Carolina,Harvard,23.85,9.23,119.1,104.8,95.3,95.6,12.76,-0.18,111.1,104.3,98.3,104.5,14.9,-1.7,2.9,7.8,17.8,6.1,1671.053724,1631.320103,67,65,14.62,2,0
Arkansas,Wofford,16.44,6.72,114.7,105.2,98.3,98.5,6.09,-3.98,107.2,104,101.1,108,10.4,-2.7,-0.4,7,10,4.2,1684.411704,1682.24859,56,53,9.72,3,0
Xavier,Mississippi,19.49,13.88,116.6,114.5,97.1,100.6,10.29,7.1,109.5,107.3,99.2,100.2,8.4,7.3,1.1,0.9,9.5,8.3,1608.423081,1597.387512,76,57,5.61,19,0
Ohio St.,VCU,20.75,16.27,115.6,111.1,94.8,94.9,6.76,6.65,108.1,107.9,101.4,101.2,9.7,8.3,6.6,3.7,16.3,12,1647.006253,1689.60176,75,72,4.48,3,0
Oregon,Oklahoma St.,13.88,14.92,115.2,111.8,101.3,96.8,7.28,10.42,108.4,108.2,101.1,97.8,7.1,3.6,-3.5,6,3.6,9.5,1640.003615,1596.581947,79,73,-1.04,6,0
Lafayette,Villanova,-2.14,30.65,112.9,122.7,115.1,92,-4.01,7.67,103,108.2,107,100.6,6.2,10.8,-6.4,8.5,-0.3,19.3,1573.31598,1772.295059,52,93,-32.79,-41,1
Virginia,Belmont,30.06,2.27,115.6,110.2,85.5,107.9,8.21,-3.33,108.5,102.4,100.3,105.7,1.9,5.9,17.7,-3.9,19.6,2,1775.918221,1592.760547,79,67,27.79,12,0
Oklahoma,Albany,22.8,3.29,112.5,107.2,89.7,103.9,11,-5.5,110.2,100.4,99.2,105.9,7.4,-1.5,6.6,3.9,13.9,2.4,1619.561186,1583.877952,69,60,19.51,9,0
UC Irvine,Louisville,7.09,21.21,106.3,110.2,99.2,88.9,0.9,9.69,104.7,109.5,103.8,99.8,1.3,5.1,4,9.8,5.3,14.8,1562.660718,1702.744725,55,57,-14.12,-2,1
Northern Iowa,Wyoming,20.98,5.67,116.3,104.8,95.3,99.1,1.42,-1.04,104.4,103,103,104.1,0.9,-4.8,10.9,7.7,11.8,2.9,1750.98894,1650.693994,71,54,15.31,17,0
Providence,Dayton,16.72,14.24,112.6,109.2,95.9,95,10.26,3.39,109.7,105.4,99.4,102,5.8,2.7,4.6,6.7,10.4,9.4,1638.565139,1663.326722,53,66,2.48,-13,1
Michigan St.,Georgia,21.72,15.09,116.6,109.6,94.9,94.5,10.49,8.73,110.3,108.6,99.8,99.9,7.6,3.9,6.2,4.8,13.7,8.6,1638.926388,1605.402032,70,63,6.63,7,0
North Carolina St.,LSU,15.93,13.76,114.9,108.9,98.9,95.1,9.84,5.09,109.3,106.2,99.5,101.2,6.4,7,4,0.8,10.4,7.8,1614.8756,1633.480986,66,65,2.17,1,0
Robert Morris,Duke,-1.39,32.48,103.1,124.5,104.5,92,-4.59,11.17,102.7,110.7,107.3,99.5,-0.1,16.4,-0.4,6,-0.5,22.4,1512.452676,1776.988128,56,85,-33.87,-29,1
Gonzaga,North Dakota St.,27.78,1.41,121.7,103.8,93.9,102.4,4.37,-4.21,107.3,102.9,102.9,107.1,11.5,-4,4.9,2.9,16.4,-1.1,1789.694109,1591.037207,86,76,26.37,10,0
Iowa St.,UAB,21.49,3.06,119,104.9,97.5,101.9,10.59,0.29,109,103.9,98.5,103.6,12.7,1.9,1.1,-1.3,13.8,0.5,1667.954602,1515.200143,59,60,18.43,-1,1
Georgetown,Eastern Washington,19.13,3.25,114.3,112.9,95.1,109.6,10.23,-3.75,110.5,104.2,100.3,108,6,9.9,4.3,-7,10.4,2.9,1620.064096,1654.757787,84,74,15.88,10,0
Utah,Stephen F. Austin,27.24,13.64,116.4,113.9,89.2,100.3,8.19,-5.56,108.8,102.2,100.6,107.7,5,6.9,11.3,1.9,16.2,8.8,1682.332386,1693.296956,57,50,13.6,7,0
UCLA,SMU,14.65,17.51,112.9,113.1,98.2,95.6,8.4,2.52,107.9,105.3,99.5,102.8,5.8,3.3,-1,6.5,4.8,9.8,1594.169433,1680.883484,60,59,-2.86,1,0
Iowa,Davidson,19.02,15,114.2,119.7,95.1,104.7,8.58,3.16,108.9,105.3,100.4,102.2,5.6,11.2,6.5,-0.9,12.1,10.3,1613.266605,1647.152388,83,52,4.02,31,0
St. John's,San Diego St.,13.7,15.95,110.7,104.9,97,89,8.72,3.63,109,106.1,100.3,102.5,6.3,-3.3,2.9,11,9.2,7.7,1618.937928,1672.561894,64,76,-2.25,-12,1
Cincinnati,Kentucky,14.15,36.91,108.2,121.3,94,84.4,3.39,8.58,104.9,108.7,101.5,100.1,-2.3,10.3,11,13.6,8.7,23.9,1646.164382,1830.620184,51,64,-22.76,-13,1
Kansas,Wichita St.,22.72,22.21,114.5,115.8,91.8,93.6,13.17,3.24,110.6,105.5,97.4,102.3,8.9,5.1,5.5,8.6,14.4,13.7,1708.677026,1732.60883,65,78,0.51,-13,1
Butler,Notre Dame,20.09,24.96,110.2,125.4,90.1,100.4,9.72,7.59,110.6,107.7,100.9,100.1,3.5,13,9.3,2.8,12.8,15.8,1633.340539,1719.657964,64,67,-4.87,-3,1
West Virginia,Maryland,17.64,15.68,112.6,111.3,94.9,95.7,9.56,7.15,108.9,108.3,99.3,101.1,8,4.1,3.5,6.4,11.5,10.5,1655.021641,1709.860085,69,59,1.96,10,0
Oregon,Wisconsin,13.88,33.72,115.2,129,101.3,95.2,7.28,11.03,108.4,109.8,101.1,98.8,7.1,10.4,-3.5,11.3,3.6,21.7,1640.003615,1777.107422,65,72,-19.84,-7,1
Ohio St.,Arizona,20.75,32.36,115.6,119.9,94.8,87.5,6.76,7.37,108.1,108.3,101.4,100.9,9.7,10.7,6.6,8.9,16.3,19.6,1647.006253,1771.123595,58,73,-11.61,-15,1
Georgia St.,Xavier,10.32,19.49,111.6,116.6,101.3,97.1,-1.47,10.29,102.4,109.5,103.9,99.2,4,8.4,3.6,1.1,7.7,9.5,1620.609717,1608.423081,67,75,-9.17,-8,1
North Carolina,Arkansas,23.85,16.44,119.1,114.7,95.3,98.3,12.76,6.09,111.1,107.2,98.3,101.1,14.9,10.4,2.9,-0.4,17.8,10,1671.053724,1684.411704,87,78,7.41,9,0
North Carolina St.,Villanova,15.93,30.65,114.9,122.7,98.9,92,9.84,7.67,109.3,108.2,99.5,100.6,6.4,10.8,4,8.5,10.4,19.3,1614.8756,1772.295059,71,68,-14.72,3,0
Virginia,Michigan St.,30.06,21.72,115.6,116.6,85.5,94.9,8.21,10.49,108.5,110.3,100.3,99.8,1.9,7.6,17.7,6.2,19.6,13.7,1775.918221,1638.926388,54,60,8.34,-6,1
Oklahoma,Dayton,22.8,14.24,112.5,109.2,89.7,95,11,3.39,110.2,105.4,99.2,102,7.4,2.7,6.6,6.7,13.9,9.4,1619.561186,1663.326722,72,66,8.56,6,0
Louisville,Northern Iowa,21.21,20.98,110.2,116.3,88.9,95.3,9.69,1.42,109.5,104.4,99.8,103,5.1,0.9,9.8,10.9,14.8,11.8,1702.744725,1750.98894,66,53,0.23,13,0
San Diego St.,Duke,15.95,32.48,104.9,124.5,89,92,3.63,11.17,106.1,110.7,102.5,99.5,-3.3,16.4,11,6,7.7,22.4,1672.561894,1776.988128,49,68,-16.53,-19,1
Iowa,Gonzaga,19.02,27.78,114.2,121.7,95.1,93.9,8.58,4.37,108.9,107.3,100.4,102.9,5.6,11.5,6.5,4.9,12.1,16.4,1613.266605,1789.694109,68,87,-8.76,-19,1
UAB,UCLA,3.06,14.65,104.9,112.9,101.9,98.2,0.29,8.4,103.9,107.9,103.6,99.5,1.9,5.8,-1.3,-1,0.5,4.8,1515.200143,1594.169433,75,92,-11.59,-17,1
Georgetown,Utah,19.13,27.24,114.3,116.4,95.1,89.2,10.23,8.19,110.5,108.8,100.3,100.6,6,5,4.3,11.3,10.4,16.2,1620.064096,1682.332386,64,75,-8.11,-11,1
Kentucky,West Virginia,36.91,17.64,121.3,112.6,84.4,94.9,8.58,9.56,108.7,108.9,100.1,99.3,10.3,8,13.6,3.5,23.9,11.5,1830.620184,1655.021641,78,39,19.27,39,0
Notre Dame,Wichita St.,24.96,22.21,125.4,115.8,100.4,93.6,7.59,3.24,107.7,105.5,100.1,102.3,13,5.1,2.8,8.6,15.8,13.7,1719.657964,1732.60883,81,70,2.75,11,0
North Carolina,Wisconsin,23.85,33.72,119.1,129,95.3,95.2,12.76,11.03,111.1,109.8,98.3,98.8,14.9,10.4,2.9,11.3,17.8,21.7,1671.053724,1777.107422,72,79,-9.87,-7,1
Arizona,Xavier,32.36,19.49,119.9,116.6,87.5,97.1,7.37,10.29,108.3,109.5,100.9,99.2,10.7,8.4,8.9,1.1,19.6,9.5,1771.123595,1608.423081,68,60,12.87,8,0
Louisville,North Carolina St.,21.21,15.93,110.2,114.9,88.9,98.9,9.69,9.84,109.5,109.3,99.8,99.5,5.1,6.4,9.8,4,14.8,10.4,1702.744725,1614.8756,75,65,5.28,10,0
Oklahoma,Michigan St.,22.8,21.72,112.5,116.6,89.7,94.9,11,10.49,110.2,110.3,99.2,99.8,7.4,7.6,6.6,6.2,13.9,13.7,1619.561186,1638.926388,58,62,1.08,-4,1
Duke,Utah,32.48,27.24,124.5,116.4,92,89.2,11.17,8.19,110.7,108.8,99.5,100.6,16.4,5,6,11.3,22.4,16.2,1776.988128,1682.332386,63,57,5.24,6,0
Gonzaga,UCLA,27.78,14.65,121.7,112.9,93.9,98.2,4.37,8.4,107.3,107.9,102.9,99.5,11.5,5.8,4.9,-1,16.4,4.8,1789.694109,1594.169433,74,62,13.13,12,0
Notre Dame,Kentucky,24.96,36.91,125.4,121.3,100.4,84.4,7.59,8.58,107.7,108.7,100.1,100.1,13,10.3,2.8,13.6,15.8,23.9,1719.657964,1830.620184,66,68,-11.95,-2,1
Arizona,Wisconsin,32.36,33.72,119.9,129,87.5,95.2,7.37,11.03,108.3,109.8,100.9,98.8,10.7,10.4,8.9,11.3,19.6,21.7,1771.123595,1777.107422,78,85,-1.36,-7,1
Michigan St.,Louisville,21.72,21.21,116.6,110.2,94.9,88.9,10.49,9.69,110.3,109.5,99.8,99.8,7.6,5.1,6.2,9.8,13.7,14.8,1638.926388,1702.744725,76,70,0.51,6,0
Gonzaga,Duke,27.78,32.48,121.7,124.5,93.9,92,4.37,11.17,107.3,110.7,102.9,99.5,11.5,16.4,4.9,6,16.4,22.4,1789.694109,1776.988128,52,66,-4.7,-14,1
Kentucky,Wisconsin,36.91,33.72,121.3,129,84.4,95.2,8.58,11.03,108.7,109.8,100.1,98.8,10.3,10.4,13.6,11.3,23.9,21.7,1830.620184,1777.107422,64,71,3.19,-7,1
Duke,Michigan St.,32.48,21.72,124.5,116.6,92,94.9,11.17,10.49,110.7,110.3,99.5,99.8,16.4,7.6,6,6.2,22.4,13.7,1776.988128,1638.926388,81,61,10.76,20,0
Wisconsin,Duke,33.72,32.48,129,124.5,95.2,92,11.03,11.17,109.8,110.7,98.8,99.5,10.4,16.4,11.3,6,21.7,22.4,1777.107422,1776.988128,63,68,1.24,-5,1
Austin Peay,Kansas,-5.1,29.67,104.5,120,109.6,90.4,-2.92,12.61,105.1,111.4,108,98.8,0.9,11.8,-4.2,6.6,-3.3,18.5,1482.424488,1740.33807,79,105,-34.77,-26,1
UNC Asheville,Villanova,3.44,32.01,103.6,122.8,100.1,90.8,-4.12,10.74,103.4,110.5,107.5,99.7,0.8,8.9,1.9,11,2.7,19.9,1575.138643,1759.126878,56,86,-28.57,-30,1
Miami FL,Buffalo,22.44,2.95,119.4,105.9,96.9,102.9,11.67,0.97,111.6,106.5,99.9,105.6,6.7,3.9,6.8,-2,13.5,1.8,1698.486055,1546.069551,79,72,19.49,7,0
Hawaii,California,12.16,18.32,108.2,112.5,96.1,94.2,-2.32,7.65,102.5,109.4,104.9,101.8,2.3,5.1,0.5,6.7,2.9,11.8,1696.640365,1633.815926,77,66,-6.16,11,0
Maryland,South Dakota St.,20.25,9.57,116.2,111.4,95.9,101.8,8.6,-0.23,109.2,104.6,100.6,104.8,6.3,3.7,7,2.6,13.3,6.3,1701.2973,1668.070462,79,74,10.68,5,0
Wichita St.,Arizona,22.53,20.97,111.3,116.8,88.7,95.8,3.61,6.66,104.8,107.9,101.2,101.3,3.3,9.6,11.1,5.2,14.4,14.8,1630.600437,1660.048334,65,55,1.56,10,0
Iowa,Temple,20.24,8.82,116.1,107,95.9,98.1,9.12,6.33,110.2,107.8,101.1,101.5,7.4,0.5,5.5,5.4,12.9,5.9,1645.205024,1573.13882,72,70,11.42,2,0
Connecticut,Colorado,18.71,12.91,111.9,108.8,93.2,95.9,6.17,7.51,107.6,109.5,101.4,102,4.4,3.9,9.1,4.7,13.5,8.7,1629.231679,1628.352227,74,67,5.8,7,0
