Team1,Team2,Eff1,Eff2,Off1,Off2,Def1,Def2,SOS_Eff1,SOS_Eff2,SOS_Off1,SOS_Off2,SOS_Def1,SOS_Def2,BPI_Off1,BPI_Off2,BPI_Def1,BPI_Def2,BPI1,BPI2,Elo1,Elo2,Score1,Score2,Eff_Diff,Score_Diff,Winner
Baylor,South Dakota St.,21.29,11.62,116,113.7,94.7,102.1,9.61,-1.92,108.1,103.2,98.5,105.1,8.9,7,3.8,-0.3,12.7,6.7,1729.428363,1643.141183,68,60,9.67,8,0
Indiana,New Mexico St.,22.55,11.22,120.2,109.3,97.6,98.1,8.41,-0.88,107.4,103.4,99,104.3,12.1,8.3,3.2,-1.6,15.2,6.7,1697.572376,1653.739082,79,66,11.33,13,0
VCU,Wichita St.,13.45,22.36,106.9,116.1,93.5,93.8,0.53,3.97,101.9,105.1,101.4,101.2,2.7,8.9,5.5,5.3,8.2,14.1,1656.413937,1697.336195,62,59,-8.91,3,0
UNLV,Colorado,14.97,8.89,109.2,104.8,94.2,95.9,3.54,5.35,104.5,105.7,100.9,100.4,8.9,1.3,1.2,3.7,10.1,5,1693.440019,1606.494664,64,68,6.08,-4,1
Xavier,Notre Dame,12.59,14.22,108.7,110.9,96.1,96.7,7.24,6.94,107.4,106.4,100.1,99.4,5.2,1.4,2.8,6.2,8,7.6,1619.992738,1591.207061,67,63,-1.63,4,0
Iowa St.,Connecticut,16.69,14.53,113.9,111.3,97.2,96.8,7.22,8.25,107,107.3,99.8,99.1,7.2,4.3,2.6,5.2,9.7,9.5,1631.319993,1636.500193,77,64,2.16,13,0
Michigan St.,LIU Brooklyn,27.87,0.75,114.7,108.7,86.9,107.9,10.21,-5.25,108.6,99.8,98.4,105,7.7,10,9.9,-9,17.6,1.1,1696.834969,1594.934245,89,67,27.12,22,0
Norfolk St.,Missouri,-1.82,25.28,100.9,125.1,102.7,99.8,-6.31,5.8,100.3,105.7,106.6,99.9,-1.1,14,-1.3,1.9,-2.5,15.9,1649.997445,1729.659751,86,84,-27.1,2,0
BYU,Marquette,12.79,20.22,106.3,111.5,93.5,91.3,1.31,8.24,105.1,106.6,103.8,98.3,7.9,10.5,1,3.2,8.9,13.7,1669.058366,1703.255101,68,88,-7.43,-20,1
Davidson,Louisville,10.65,20.67,112,106.2,101.4,85.5,-3,10.06,101.5,108.6,104.5,98.6,8.2,3.4,-0.2,8.9,8.1,12.2,1660.268616,1704.304079,62,69,-10.02,-7,1
New Mexico,Long Beach St.,19.45,15.27,110.8,111.7,91.4,96.4,2.65,1.25,103.9,104,101.3,102.8,6.4,5.4,7.1,3.4,13.5,8.8,1664.323272,1642.562942,75,68,4.18,7,0
Colorado St.,Murray St.,8.17,15.34,111.9,108.5,103.7,93.2,4.39,-2.34,104.7,102.9,100.3,105.2,4.5,2.6,0.2,4.9,4.7,7.5,1608.089314,1774.568541,41,58,-7.17,-17,1
Virginia,Florida,15.85,22.47,105.2,120.4,89.3,98,4.05,7.18,105,105.4,101,98.2,-3.1,11.8,14,3.5,11,15.3,1653.730622,1656.411503,45,71,-6.62,-26,1
Memphis,Saint Louis,21.9,21.2,114.2,111.9,92.3,90.7,5.1,4.36,104.9,105,99.8,100.6,9.5,1.6,5.1,10.4,14.6,12,1651.65908,1675.204126,54,61,0.7,-7,1
UNC Asheville,Syracuse,5.5,26.04,110.4,117.7,104.9,91.7,-4.12,7.98,101.8,107,105.9,99,8.6,9.9,-3.6,8.4,5,18.3,1604.560875,1791.230665,65,72,-20.54,-7,1
Ohio St.,Loyola MD,30.07,3.91,118.1,103.9,88.1,100,10.1,-2.7,108.9,101.8,98.8,104.5,10.8,-0.8,9.5,3,20.3,2.3,1721.26952,1634.558681,78,59,26.16,19,0
Florida St.,St. Bonaventure,17.14,11.78,107.6,110.6,90.4,98.9,7.54,3.83,106.9,104.9,99.4,101.1,4.5,3.5,7.4,3.9,11.9,7.4,1642.29472,1551.202752,86,63,5.36,23,0
Montana,Wisconsin,6.76,24.09,103.7,113.7,96.9,89.6,-5.3,8.8,102.5,107.6,107.8,98.8,-0.6,0.3,5.3,15.9,4.8,16.2,1634.445854,1667.306932,49,73,-17.33,-24,1
Vanderbilt,Harvard,20.9,14.34,115.6,108.8,94.7,94.4,8.48,-0.87,107.7,101.4,99.2,102.2,8.2,-0.6,4.4,8.7,12.6,8.1,1648.527376,1703.134564,79,70,6.56,9,0
Texas,Cincinnati,15.9,16.03,112.9,109.5,97,93.5,8.45,6.9,107.8,105.7,99.4,98.8,6.3,3.2,4,6.8,10.3,10,1595.339345,1611.220083,59,65,-0.13,-6,1
West Virginia,Gonzaga,13.56,18.39,111.4,113.1,97.9,94.7,8.32,2.08,107.3,104.9,99,102.8,7.3,6.8,2.6,4.4,9.9,11.2,1598.575109,1693.014493,54,77,-4.83,-23,1
Southern Miss,Kansas St.,10.83,17.52,111.2,109.8,100.4,92.3,4.41,7.98,104.7,107,100.3,99.1,4.7,5.8,2.5,5.2,7.2,11,1687.310339,1625.669169,64,70,-6.69,-6,1
Vermont,North Carolina,5.17,25.44,105.3,116.1,100.1,90.7,-5.44,7.41,99.1,107.2,104.6,99.8,-0.4,13.7,3.5,3.4,3.1,17.1,1566.631573,1748.54782,58,77,-20.27,-19,1
Kansas,Detroit,26.91,5.48,114,108.1,87.1,102.6,11.15,0.35,108.8,102.2,97.6,101.8,8.2,4.7,7.8,-1.9,16.1,2.9,1718.993077,1525.426294,65,50,21.43,15,0
Belmont,Georgetown,16.96,21.05,117.1,111.2,100.1,90.1,-0.32,8.32,103.4,107.3,103.7,99,10.6,3.8,0.9,9.7,11.5,13.5,1648.549723,1676.673236,59,74,-4.09,-15,1
Ohio,Michigan,11.88,17.52,106.6,114.3,94.7,96.8,0.8,10.65,103.6,109,102.8,98.3,2.3,2.6,4.6,8.1,6.9,10.7,1678.017308,1654.617788,65,60,-5.64,5,0
South Florida,Temple,13.13,14.49,103.9,113.3,90.8,98.9,8.17,6.1,107.2,106.5,99,100.4,-5.2,8.3,11.7,1.5,6.5,9.8,1571.166534,1649.887114,58,44,-1.36,14,0
San Diego St.,North Carolina St.,11.16,14.22,107,112.1,95.8,97.9,3.33,6.22,104.8,105.9,101.5,99.7,3.1,7.3,3.4,1.5,6.5,8.8,1680.789216,1634.836928,65,79,-3.06,-14,1
Purdue,Saint Mary's,16.25,15.48,116.2,114.3,99.9,98.8,8.81,0.17,108.4,104.1,99.6,103.9,7.5,6.4,4.1,4.5,11.6,10.9,1616.834847,1706.900877,72,69,0.77,3,0
Alabama,Creighton,16.69,16.47,106.1,119.2,89.5,102.7,7.07,3.79,107.4,104.9,100.3,101.1,-0.3,11.3,11.5,-1.3,11.2,10,1630.992423,1701.915853,57,58,0.22,-1,1
Kentucky,Iowa St.,32.59,16.69,122.2,113.9,89.6,97.2,7.99,7.22,106.8,107,98.8,99.8,11.9,7.2,8.2,2.6,20.1,9.7,1808.419191,1631.319993,87,71,15.9,16,0
Lehigh,Xavier,9.29,12.59,108.6,108.7,99.3,96.1,-5.57,7.24,100.3,107.4,105.8,100.1,6.1,5.2,-0.1,2.8,6,8,1626.386272,1619.992738,58,70,-3.3,-12,1
Baylor,Colorado,21.29,8.89,116,104.8,94.7,95.9,9.61,5.35,108.1,105.7,98.5,100.4,8.9,1.3,3.8,3.7,12.7,5,1729.428363,1606.494664,80,63,12.4,17,0
Indiana,VCU,22.55,13.45,120.2,106.9,97.6,93.5,8.41,0.53,107.4,101.9,99,101.4,12.1,2.7,3.2,5.5,15.2,8.2,1697.572376,1656.413937,63,61,9.1,2,0
Saint Louis,Michigan St.,21.2,27.87,111.9,114.7,90.7,86.9,4.36,10.21,105,108.6,100.6,98.4,1.6,7.7,10.4,9.9,12,17.6,1675.204126,1696.834969,61,65,-6.67,-4,1
Florida,Norfolk St.,22.47,-1.82,120.4,100.9,98,102.7,7.18,-6.31,105.4,100.3,98.2,106.6,11.8,-1.1,3.5,-1.3,15.3,-2.5,1656.411503,1649.997445,84,50,24.29,34,0
Marquette,Murray St.,20.22,15.34,111.5,108.5,91.3,93.2,8.24,-2.34,106.6,102.9,98.3,105.2,10.5,2.6,3.2,4.9,13.7,7.5,1703.255101,1774.568541,62,53,4.88,9,0
Louisville,New Mexico,20.67,19.45,106.2,110.8,85.5,91.4,10.06,2.65,108.6,103.9,98.6,101.3,3.4,6.4,8.9,7.1,12.2,13.5,1704.304079,1664.323272,59,58,1.22,1,0
Kansas St.,Syracuse,17.52,26.04,109.8,117.7,92.3,91.7,7.98,7.98,107,107,99.1,99,5.8,9.9,5.2,8.4,11,18.3,1625.669169,1791.230665,59,75,-8.52,-16,1
Gonzaga,Ohio St.,18.39,30.07,113.1,118.1,94.7,88.1,2.08,10.1,104.9,108.9,102.8,98.8,6.8,10.8,4.4,9.5,11.2,20.3,1693.014493,1721.26952,66,73,-11.68,-7,1
Cincinnati,Florida St.,16.03,17.14,109.5,107.6,93.5,90.4,6.9,7.54,105.7,106.9,98.8,99.4,3.2,4.5,6.8,7.4,10,11.9,1611.220083,1642.29472,62,56,-1.11,6,0
Vanderbilt,Wisconsin,20.9,24.09,115.6,113.7,94.7,89.6,8.48,8.8,107.7,107.6,99.2,98.8,8.2,0.3,4.4,15.9,12.6,16.2,1648.527376,1667.306932,57,60,-3.19,-3,1
North Carolina,Creighton,25.44,16.47,116.1,119.2,90.7,102.7,7.41,3.79,107.2,104.9,99.8,101.1,13.7,11.3,3.4,-1.3,17.1,10,1748.54782,1701.915853,87,73,8.97,14,0
Purdue,Kansas,16.25,26.91,116.2,114,99.9,87.1,8.81,11.15,108.4,108.8,99.6,97.6,7.5,8.2,4.1,7.8,11.6,16.1,1616.834847,1718.993077,60,63,-10.66,-3,1
Georgetown,North Carolina St.,21.05,14.22,111.2,112.1,90.1,97.9,8.32,6.22,107.3,105.9,99,99.7,3.8,7.3,9.7,1.5,13.5,8.8,1676.673236,1634.836928,63,88,6.83,-25,1
Ohio,South Florida,11.88,13.13,106.6,103.9,94.7,90.8,0.8,8.17,103.6,107.2,102.8,99,2.3,-5.2,4.6,11.7,6.9,6.5,1678.017308,1571.166534,62,56,-1.25,6,0
Kentucky,Indiana,32.59,22.55,122.2,120.2,89.6,97.6,7.99,8.41,106.8,107.4,98.8,99,11.9,12.1,8.2,3.2,20.1,15.2,1808.419191,1697.572376,102,90,10.04,12,0
Baylor,Xavier,21.29,12.59,116,108.7,94.7,96.1,9.61,7.24,108.1,107.4,98.5,100.1,8.9,5.2,3.8,2.8,12.7,8,1729.428363,1619.992738,75,70,8.7,5,0
Louisville,Michigan St.,20.67,27.87,106.2,114.7,85.5,86.9,10.06,10.21,108.6,108.6,98.6,98.4,3.4,7.7,8.9,9.9,12.2,17.6,1704.304079,1696.834969,57,44,-7.2,13,0
Florida,Marquette,22.47,20.22,120.4,111.5,98,91.3,7.18,8.24,105.4,106.6,98.2,98.3,11.8,10.5,3.5,3.2,15.3,13.7,1656.411503,1703.255101,68,58,2.25,10,0
Syracuse,Wisconsin,26.04,24.09,117.7,113.7,91.7,89.6,7.98,8.8,107,107.6,99,98.8,9.9,0.3,8.4,15.9,18.3,16.2,1791.230665,1667.306932,84,83,1.95,1,0
Cincinnati,Ohio St.,16.03,30.07,109.5,118.1,93.5,88.1,6.9,10.1,105.7,108.9,98.8,98.8,3.2,10.8,6.8,9.5,10,20.3,1611.220083,1721.26952,66,81,-14.04,-15,1
North Carolina,Ohio,25.44,11.88,116.1,106.6,90.7,94.7,7.41,0.8,107.2,103.6,99.8,102.8,13.7,2.3,3.4,4.6,17.1,6.9,1748.54782,1678.017308,73,65,13.56,8,0
North Carolina St.,Kansas,14.22,26.91,112.1,114,97.9,87.1,6.22,11.15,105.9,108.8,99.7,97.6,7.3,8.2,1.5,7.8,8.8,16.1,1634.836928,1718.993077,57,60,-12.69,-3,1
Kentucky,Baylor,32.59,21.29,122.2,116,89.6,94.7,7.99,9.61,106.8,108.1,98.8,98.5,11.9,8.9,8.2,3.8,20.1,12.7,1808.419191,1729.428363,82,70,11.3,12,0
Florida,Louisville,22.47,20.67,120.4,106.2,98,85.5,7.18,10.06,105.4,108.6,98.2,98.6,11.8,3.4,3.5,8.9,15.3,12.2,1656.411503,1704.304079,68,72,1.8,-4,1
Ohio St.,Syracuse,30.07,26.04,118.1,117.7,88.1,91.7,10.1,7.98,108.9,107,98.8,99,10.8,9.9,9.5,8.4,20.3,18.3,1721.26952,1791.230665,77,70,4.03,7,0
Kansas,North Carolina,26.91,25.44,114,116.1,87.1,90.7,11.15,7.41,108.8,107.2,97.6,99.8,8.2,13.7,7.8,3.4,16.1,17.1,1718.993077,1748.54782,80,67,1.47,13,0
Louisville,Kentucky,20.67,32.59,106.2,122.2,85.5,89.6,10.06,7.99,108.6,106.8,98.6,98.8,3.4,11.9,8.9,8.2,12.2,20.1,1704.304079,1808.419191,61,69,-11.92,-8,1
Ohio St.,Kansas,30.07,26.91,118.1,114,88.1,87.1,10.1,11.15,108.9,108.8,98.8,97.6,10.8,8.2,9.5,7.8,20.3,16.1,1721.26952,1718.993077,62,64,3.16,-2,1
Kentucky,Kansas,32.59,26.91,122.2,114,89.6,87.1,7.99,11.15,106.8,108.8,98.8,97.6,11.9,8.2,8.2,7.8,20.1,16.1,1808.419191,1718.993077,67,59,5.68,8,0
Louisville,North Carolina A&T,32.92,-5.3,117.7,93.2,84.8,98.5,10.23,-6.98,107.4,97.2,97.2,104.2,10.7,-5.7,10.3,1.9,21,-3.7,1748.387083,1488.447402,79,48,38.22,31,0
Albany,Duke,1.36,26.98,102.6,119.1,101.3,92.1,-5.19,9.95,98.6,108.4,103.8,98.5,-1.7,12.2,3.1,5.4,1.3,17.6,1606.709319,1776.189307,61,73,-25.62,-12,1
Michigan St.,Valparaiso,24.17,11.42,112.6,110.7,88.5,99.3,11.91,-1.5,108.8,101.5,96.9,103,3.9,3.9,10,3.1,13.9,7,1688.31641,1633.50628,65,54,12.75,11,0
New Mexico St.,Saint Louis,7.68,20.01,104.7,108.6,97.1,88.6,0.36,3.91,102.7,104.5,102.3,100.6,0.7,1.9,3.1,8.8,3.8,10.7,1582.770673,1674.368112,44,64,-12.33,-20,1
Oregon,Oklahoma St.,16.78,18.69,106.6,109,89.8,90.3,5.92,6.38,105.1,106.8,99.2,100.4,6.4,5.4,2.4,5.6,8.8,11,1673.269408,1655.950355,68,55,-1.91,13,0
Memphis,Saint Mary's,16.33,19.33,107.3,116.1,91,96.8,1.9,3.18,104.8,104.9,102.9,101.7,6.9,8.6,3.5,3.5,10.4,12.1,1719.893789,1687.575666,54,52,-3,2,0
Cincinnati,Creighton,15.57,21.75,105.9,118.3,90.4,96.5,7.31,5.73,105.6,105.5,98.3,99.7,2.9,8.9,8.5,4.5,11.4,13.4,1639.614275,1705.992583,63,67,-6.18,-4,1
Missouri,Colorado St.,18.53,19.12,114.9,117.9,96.4,98.8,5.62,7.17,105.1,105.8,99.5,98.6,10.2,6.7,2.2,1.8,12.4,8.6,1650.569311,1676.008614,72,84,-0.59,-12,1
Southern,Gonzaga,0.5,27.81,99.3,120.5,98.8,92.7,-11.47,4.37,95.2,105.4,106.7,101,-2.9,10.7,4,5.6,1.1,16.4,1579.326129,1771.617875,58,64,-27.31,-6,1
Iona,Ohio St.,7.45,25.42,114.4,115.1,106.9,89.7,0.94,10.18,102.4,107.3,101.4,97.1,12.6,7.5,-7.9,8.5,4.7,15.9,1557.67131,1692.679257,70,95,-17.97,-25,1
New Mexico,Harvard,19.02,7.07,109.9,108.1,90.9,101.1,7.98,0.6,106.4,102.8,98.4,102.2,3.9,1.6,6,0.8,10,2.3,1744.057771,1588.463131,62,68,11.95,-6,1
La Salle,Kansas St.,13.89,18.16,111.8,113.5,98,95.3,5.67,6.82,105.8,106.1,100.1,99.3,6.2,3.8,2.3,7.4,8.4,11.1,1643.154714,1688.744012,63,61,-4.27,2,0
Wisconsin,Mississippi,22.57,16.95,108.3,112.3,85.7,95.3,11.08,3.19,108.8,103.4,97.7,100.2,2.4,10.3,13.2,1.2,15.6,11.5,1621.157803,1663.78369,46,57,5.62,-11,1
Belmont,Arizona,14.92,21.88,111.6,115.4,96.6,93.5,-0.74,7.99,103.8,106.4,104.6,98.5,7.1,9.2,3.5,5.3,10.5,14.5,1685.461501,1715.294123,64,81,-6.96,-17,1
Iowa St.,Notre Dame,17.63,16.65,117.5,114.6,99.8,97.9,6.74,6.53,105.5,105.1,98.7,98.6,12.6,6.1,-1.3,4.6,11.3,10.7,1626.123522,1659.390776,76,58,0.98,18,0
Wichita St.,Pittsburgh,20.31,24.08,111.8,115.6,91.5,91.5,6.71,4.52,106.9,104.9,100.2,100.4,4.4,4.5,7.5,12.2,11.8,16.7,1718.158744,1663.474377,73,55,-3.77,18,0
Kansas,Western Kentucky,25.23,-0.41,112.7,101.8,87.5,102.2,7.05,-2.47,106.8,100.9,99.8,103.3,9.8,-1.5,6.9,1.1,16.8,-0.4,1739.135815,1537.001702,64,57,25.64,7,0
Florida Gulf Coast,Georgetown,6.27,21.24,104.9,107.6,98.6,86.4,-2.79,7.42,101.3,106.3,104.1,98.9,4.1,2.4,-0.7,11.7,3.3,14.1,1624.74616,1680.600803,78,68,-14.97,10,0
Northwestern St.,Florida,2.82,31.18,106.6,117.2,103.8,86,-3.56,7,99.6,105.6,103.2,98.6,7.6,7.5,-5.2,13.7,2.4,21.2,1614.428254,1721.564747,47,79,-28.36,-32,1
Michigan,South Dakota St.,27.86,6.79,121.9,112,94,105.2,11.13,-3.31,108.2,102,97,105.3,11,4.8,5,-0.2,16.1,4.7,1728.377317,1626.877753,71,56,21.07,15,0
VCU,Akron,20.28,11.52,114,106.8,93.7,95.2,5.09,-0.35,105.8,102.4,100.7,102.7,9.6,4.5,4.8,3.6,14.4,8.1,1680.727803,1672.488261,88,42,8.76,46,0
Minnesota,UCLA,19.85,14.53,114.8,111.1,95,96.6,11.22,8.06,108.5,105.9,97.3,97.9,6.3,8.8,7.2,-1,13.5,7.8,1662.242029,1653.011924,83,63,5.32,20,0
San Diego St.,Oklahoma,17.43,13.8,107.7,111.1,90.3,97.3,7.65,7.8,106.6,106.4,98.9,98.6,4.8,6.4,6,3.3,10.8,9.7,1641.74428,1627.884145,70,55,3.63,15,0
Villanova,North Carolina,13.57,17.14,106.3,112.2,92.7,95.1,9.41,8.57,106.5,106.6,97.1,98,4.1,10,3.7,1.1,7.8,11.1,1572.575379,1638.030374,71,78,-3.57,-7,1
James Madison,Indiana,-0.92,29.31,100.2,120.8,101.1,91.5,-3.42,8.86,101.9,106.7,105.3,97.8,-2.6,13.8,0.3,6.4,-2.3,20.2,1506.669325,1731.651498,62,83,-30.23,-21,1
Pacific,Miami FL,3.96,22.37,106.1,113.6,102.2,91.3,0.86,8.41,104.2,107.7,103.3,99.3,-0.5,4.7,3.1,9.3,2.5,14,1565.793991,1713.269812,49,78,-18.41,-29,1
Davidson,Marquette,11.36,18.32,112.1,113.2,100.7,94.9,-5.09,9.28,100.3,105.9,105.4,96.6,6.4,6.1,3.3,5.3,9.7,11.5,1627.446561,1662.807087,58,59,-6.96,-1,1
Montana,Syracuse,2.14,24.83,104.9,113.1,102.8,88.3,-5.21,9.46,101.8,106.8,107,97.4,0.2,7,0.7,8,0.9,15,1652.56711,1713.888576,34,81,-22.69,-47,1
California,UNLV,13.11,16.07,107.3,106,94.2,90,8.35,6.23,106,106.1,97.6,99.9,5.5,5.6,4.9,5.2,10.4,10.8,1605.186028,1669.28206,64,61,-2.96,3,0
Bucknell,Butler,12.72,15.41,107.3,110.5,94.6,95.1,-1.72,7.53,102.4,106.8,104.1,99.3,0.5,4.4,7.4,4.6,7.9,9,1700.831363,1688.785124,56,68,-2.69,-12,1
Colorado,Illinois,14.62,15.82,106.5,110.6,91.9,94.8,9.15,10.84,107.3,108.1,98.1,97.3,2.5,4.3,4.6,3.9,7.1,8.1,1625.504393,1649.876836,49,57,-1.2,-8,1
Temple,North Carolina St.,12.67,16.99,111.3,116.8,98.6,99.8,5.48,6.54,105.7,106.1,100.2,99.5,6.2,11.6,1.8,-0.4,7.9,11.3,1650.107761,1649.943938,76,72,-4.32,4,0
Colorado St.,Louisville,19.12,32.92,117.9,117.7,98.8,84.8,7.17,10.23,105.8,107.4,98.6,97.2,6.7,10.7,1.8,10.3,8.6,21,1676.008614,1748.387083,56,82,-13.8,-26,1
Creighton,Duke,21.75,26.98,118.3,119.1,96.5,92.1,5.73,9.95,105.5,108.4,99.7,98.5,8.9,12.2,4.5,5.4,13.4,17.6,1705.992583,1776.189307,50,66,-5.23,-16,1
Michigan St.,Memphis,24.17,16.33,112.6,107.3,88.5,91,11.91,1.9,108.8,104.8,96.9,102.9,3.9,6.9,10,3.5,13.9,10.4,1688.31641,1719.893789,70,48,7.84,22,0
Saint Louis,Oregon,20.01,16.78,108.6,106.6,88.6,89.8,3.91,5.92,104.5,105.1,100.6,99.2,1.9,6.4,8.8,2.4,10.7,8.8,1674.368112,1673.269408,57,74,3.23,-17,1
Gonzaga,Wichita St.,27.81,20.31,120.5,111.8,92.7,91.5,4.37,6.71,105.4,106.9,101,100.2,10.7,4.4,5.6,7.5,16.4,11.8,1771.617875,1718.158744,70,76,7.5,-6,1
Ohio St.,Iowa St.,25.42,17.63,115.1,117.5,89.7,99.8,10.18,6.74,107.3,105.5,97.1,98.7,7.5,12.6,8.5,-1.3,15.9,11.3,1692.679257,1626.123522,78,75,7.79,3,0
Harvard,Arizona,7.07,21.88,108.1,115.4,101.1,93.5,0.6,7.99,102.8,106.4,102.2,98.5,1.6,9.2,0.8,5.3,2.3,14.5,1588.463131,1715.294123,51,74,-14.81,-23,1
La Salle,Mississippi,13.89,16.95,111.8,112.3,98,95.3,5.67,3.19,105.8,103.4,100.1,100.2,6.2,10.3,2.3,1.2,8.4,11.5,1643.154714,1663.78369,76,74,-3.06,2,0
North Carolina,Kansas,17.14,25.23,112.2,112.7,95.1,87.5,8.57,7.05,106.6,106.8,98,99.8,10,9.8,1.1,6.9,11.1,16.8,1638.030374,1739.135815,58,70,-8.09,-12,1
San Diego St.,Florida Gulf Coast,17.43,6.27,107.7,104.9,90.3,98.6,7.65,-2.79,106.6,101.3,98.9,104.1,4.8,4.1,6,-0.7,10.8,3.3,1641.74428,1624.74616,71,81,11.16,-10,1
Minnesota,Florida,19.85,31.18,114.8,117.2,95,86,11.22,7,108.5,105.6,97.3,98.6,6.3,7.5,7.2,13.7,13.5,21.2,1662.242029,1721.564747,64,78,-11.33,-14,1
VCU,Michigan,20.28,27.86,114,121.9,93.7,94,5.09,11.13,105.8,108.2,100.7,97,9.6,11,4.8,5,14.4,16.1,1680.727803,1728.377317,53,78,-7.58,-25,1
Indiana,Temple,29.31,12.67,120.8,111.3,91.5,98.6,8.86,5.48,106.7,105.7,97.8,100.2,13.8,6.2,6.4,1.8,20.2,7.9,1731.651498,1650.107761,58,52,16.64,6,0
Miami FL,Illinois,22.37,15.82,113.6,110.6,91.3,94.8,8.41,10.84,107.7,108.1,99.3,97.3,4.7,4.3,9.3,3.9,14,8.1,1713.269812,1649.876836,63,59,6.55,4,0
Butler,Marquette,15.41,18.32,110.5,113.2,95.1,94.9,7.53,9.28,106.8,105.9,99.3,96.6,4.4,6.1,4.6,5.3,9,11.5,1688.785124,1662.807087,72,74,-2.91,-2,1
Syracuse,California,24.83,13.11,113.1,107.3,88.3,94.2,9.46,8.35,106.8,106,97.4,97.6,7,5.5,8,4.9,15,10.4,1713.888576,1605.186028,66,60,11.72,6,0
Oregon,Louisville,16.78,32.92,106.6,117.7,89.8,84.8,5.92,10.23,105.1,107.4,99.2,97.2,6.4,10.7,2.4,10.3,8.8,21,1673.269408,1748.387083,69,77,-16.14,-8,1
Michigan St.,Duke,24.17,26.98,112.6,119.1,88.5,92.1,11.91,9.95,108.8,108.4,96.9,98.5,3.9,12.2,10,5.4,13.9,17.6,1688.31641,1776.189307,61,71,-2.81,-10,1
Wichita St.,La Salle,20.31,13.89,111.8,111.8,91.5,98,6.71,5.67,106.9,105.8,100.2,100.1,4.4,6.2,7.5,2.3,11.8,8.4,1718.158744,1643.154714,72,58,6.42,14,0
Arizona,Ohio St.,21.88,25.42,115.4,115.1,93.5,89.7,7.99,10.18,106.4,107.3,98.5,97.1,9.2,7.5,5.3,8.5,14.5,15.9,1715.294123,1692.679257,70,73,-3.54,-3,1
Kansas,Michigan,25.23,27.86,112.7,121.9,87.5,94,7.05,11.13,106.8,108.2,99.8,97,9.8,11,6.9,5,16.8,16.1,1739.135815,1728.377317,85,87,-2.63,-2,1
Florida,Florida Gulf Coast,31.18,6.27,117.2,104.9,86,98.6,7,-2.79,105.6,101.3,98.6,104.1,7.5,4.1,13.7,-0.7,21.2,3.3,1721.564747,1624.74616,62,50,24.91,12,0
Indiana,Syracuse,29.31,24.83,120.8,113.1,91.5,88.3,8.86,9.46,106.7,106.8,97.8,97.4,13.8,7,6.4,8,20.2,15,1731.651498,1713.888576,50,61,4.48,-11,1
Marquette,Miami FL,18.32,22.37,113.2,113.6,94.9,91.3,9.28,8.41,105.9,107.7,96.6,99.3,6.1,4.7,5.3,9.3,11.5,14,1662.807087,1713.269812,71,61,-4.05,10,0
Duke,Louisville,26.98,32.92,119.1,117.7,92.1,84.8,9.95,10.23,108.4,107.4,98.5,97.2,12.2,10.7,5.4,10.3,17.6,21,1776.189307,1748.387083,63,85,-5.94,-22,1
Ohio St.,Wichita St.,25.42,20.31,115.1,111.8,89.7,91.5,10.18,6.71,107.3,106.9,97.1,100.2,7.5,4.4,8.5,7.5,15.9,11.8,1692.679257,1718.158744,66,70,5.11,-4,1
Michigan,Florida,27.86,31.18,121.9,117.2,94,86,11.13,7,108.2,105.6,97,98.6,11,7.5,5,13.7,16.1,21.2,1728.377317,1721.564747,79,59,-3.32,20,0
Syracuse,Marquette,24.83,18.32,113.1,113.2,88.3,94.9,9.46,9.28,106.8,105.9,97.4,96.6,7,6.1,8,5.3,15,11.5,1713.888576,1662.807087,55,39,6.51,16,0
Wichita St.,Louisville,20.31,32.92,111.8,117.7,91.5,84.8,6.71,10.23,106.9,107.4,100.2,97.2,4.4,10.7,7.5,10.3,11.8,21,1718.158744,1748.387083,68,72,-12.61,-4,1
Michigan,Syracuse,27.86,24.83,121.9,113.1,94,88.3,11.13,9.46,108.2,106.8,97,97.4,11,7,5,8,16.1,15,1728.377317,1713.888576,61,56,3.03,5,0
Michigan,Louisville,27.86,32.92,121.9,117.7,94,84.8,11.13,10.23,108.2,107.4,97,97.2,11,10.7,5,10.3,16.1,21,1728.377317,1748.387083,76,82,-5.06,-6,1
Florida,Albany,28.57,-1.04,116.5,102.9,88,103.9,9.02,-5.12,109.4,101.5,100.4,106.6,5.2,-4.4,14,3.4,19.2,-1,1784.930194,1517.955435,67,55,29.61,12,0
Kansas,Eastern Kentucky,24.6,3.96,119.3,112.4,94.7,108.4,12.13,-4.97,112.2,104.1,100,109,11,4.3,4.8,-0.3,15.8,4,1689.270456,1618.329292,80,69,20.64,11,0
Syracuse,Western Michigan,21.62,3.36,114.6,106.3,93,103,7.23,-1.86,109.4,103.9,102.2,105.7,1.7,1.2,12.6,1.6,14.3,2.8,1741.119489,1593.715071,77,53,18.26,24,0
UCLA,Tulsa,22.53,8.93,118.7,106.1,96.1,97.2,7.63,0.57,109.1,104.9,101.5,104.3,12,1.8,1.8,2.4,13.8,4.2,1687.541969,1535.952782,76,59,13.6,17,0
VCU,Stephen F. Austin,19.8,10.83,109.2,112.3,89.4,101.5,5.45,-7.12,107.4,102,102,109.2,6.8,0.6,6.2,4.8,13,5.5,1669.196926,1735.331977,75,77,8.97,-2,1
